AssetID,Value,DateTime
8319,34,57:31.0
8319,42,00:27.0
8319,38,43:36.0
8319,46,41:46.0
8319,48,54:13.0
8319,43,28:37.0
8319,37,37:01.0
8319,41,54:31.0
8319,43,34:37.0
8319,45,08:52.0
8319,44,38:31.0
8319,48,41:53.0
8319,44,39:39.0
8319,40,30:41.0
8319,46,33:13.0
8319,40,48:46.0
8319,49,42:42.0
8319,48,31:11.0
8319,44,42:50.0
8319,40,38:36.0
8319,46,48:49.0
8319,42,26:11.0
8319,47,48:14.0
8319,44,42:02.0
8319,39,13:42.0
8319,48,14:14.0
8319,48,51:15.0
8319,43,28:51.0
8319,38,31:25.0
8319,46,48:16.0
8319,40,12:46.0
8319,45,10:42.0
8319,47.5,37:12.0
8319,40,05:05.0
8319,46,22:09.0
8319,49,36:45.0
8319,46,17:39.0
8319,41,40:39.0
8319,45,11:14.0
8319,46.5,49:53.0
8319,42,52:02.0
8319,46,57:17.0
8319,41,52:16.0
8319,49,29:43.0
8319,45,29:06.0
8319,38,15:04.0
8319,48,35:15.0
8319,49,07:39.0
8319,46,29:42.0
8319,39,34:09.0
8319,45,29:58.0
8319,48,46:25.0
8319,45,09:56.0
8319,47,13:45.0
8319,46,47:41.0
8319,44,27:39.0
8319,37.5,14:51.0
8319,46,22:21.0
8319,48,24:52.0
8319,45,36:00.0
8319,42,01:21.0
8319,49,08:39.0
8319,40,16:45.0
8319,49,37:25.0
8319,43,35:21.0
8319,40,30:15.0
8319,49,57:30.0
8319,46,20:41.0
8319,44,47:36.0
8319,40,10:22.0
8319,40,53:53.0
8319,45,40:36.0
8319,49,46:22.0
8319,45,40:31.0
8319,47,24:59.0
8319,45,45:02.0
8319,40,11:55.0
8319,46,16:05.0
8319,48,56:57.0
8319,45,20:06.0
8319,41,36:12.0
8319,47,41:12.0
8319,43,51:32.0
8319,46,35:53.0
8319,43,21:33.0
8319,48,42:35.0
8319,43,06:22.0
8319,41,31:13.0
8319,46,19:18.0
8319,44,06:59.0
8319,42,09:18.0
8319,43,39:26.0
8319,40,45:37.0
8319,38,52:55.0
8319,39,00:21.0
8319,46,52:43.0
8319,45,53:17.0
8319,44,10:00.0
8319,42,30:29.0
8319,47,33:30.0
8319,47,58:35.0
8319,45,45:00.0
8319,41,42:58.0
8319,48,13:10.0
8319,46,30:27.0
8319,48,26:08.0
8319,45,28:49.0
8319,50,59:06.0
8319,46,07:57.0
8319,40,57:18.0
8319,50,59:59.0
8319,46,00:01.0
8319,44,45:18.0
8319,40,40:32.0
8319,48,41:46.0
8319,40,09:16.0
8319,44,23:39.0
8319,44,25:58.0
8319,42,08:25.0
8319,42,22:58.0
8319,44,54:19.0
8319,44,46:26.0
8319,41,11:14.0
8319,42,27:15.0
8319,48,23:02.0
8319,43,50:12.0
8319,47,07:42.0
8319,45,43:38.0
8319,41,54:59.0
8319,48,51:02.0
8319,36,36:33.0
8319,36,52:47.0
8319,37,13:14.0
8319,41,15:02.0
8319,41,36:41.0
8319,46,27:33.0
8319,41.5,41:09.0
8319,40,48:20.0
8319,46,09:17.0
8319,42,01:55.0
8319,50,00:19.0
8319,48,18:15.0
8319,47,50:57.0
8319,44,53:47.0
8319,46,49:00.0
8319,47,28:01.0
8319,43,18:54.0
8319,50,58:53.0
8319,45,35:46.0
8319,45,13:35.0
8319,50,53:22.0
8319,43,01:03.0
8319,46,34:00.0
8319,49,27:21.0
8319,44,20:24.0
8319,41,40:09.0
8319,48,59:59.0
8319,48,35:25.0
8319,44,35:35.0
8319,41,01:24.0
8319,47,01:45.0
8319,40,36:25.0
8319,45,31:36.0
8319,48,34:55.0
8319,44,50:01.0
8319,40,31:31.0
8319,45,20:06.0
8319,50,55:21.0
8319,47,58:31.0
8319,44,32:31.0
8319,49,52:08.0
8319,48,42:12.0
8319,45,38:02.0
8319,42,17:36.0
8319,49,11:53.0
8319,47,58:54.0
8319,45,13:10.0
8319,42.5,50:25.0
8319,46,33:40.0
8319,50,25:58.0
8319,46,11:04.0
8319,42,35:15.0
8319,46,06:54.0
8319,47.5,25:42.0
8319,45,44:32.0
8319,42,58:13.0
8319,41,04:21.0
8319,47,43:35.0
8319,47,21:46.0
8319,44,35:37.0
8319,43,07:15.0
8319,48,32:34.0
8319,47,27:23.0
8319,45,38:24.0
8319,43,28:45.0
8319,46,27:34.0
8319,41,25:36.0
8319,45,40:11.0
8319,41.5,36:15.0
8319,46,32:35.0
8319,48,55:28.0
8319,42,43:39.0
8319,48,50:51.0
8319,48,22:40.0
8319,43.5,19:40.0
8319,48,45:50.0
8319,48,31:15.0
8319,41,04:03.0
8319,45,31:52.0
8319,47,33:14.0
8319,45,01:26.0
8319,39.5,37:16.0
8319,47,07:21.0
8319,48,15:28.0
8319,45,43:17.0
8319,48,51:24.0
8319,45,15:23.0
8319,41,17:01.0
8319,49,13:48.0
8319,48,08:31.0
8319,45,09:16.0
8319,46,57:07.0
8319,41,36:38.0
8319,47,51:17.0
8319,45,36:08.0
8319,40,30:40.0
8319,44,26:06.0
8319,49,40:28.0
8319,48,37:52.0
8319,44,27:24.0
8319,38,16:43.0
8319,44,03:59.0
8319,44,21:40.0
8319,40,54:13.0
8319,44,22:51.0
8319,42,26:38.0
8319,39,17:54.0
8319,47,47:37.0
8319,44,40:13.0
8319,39,30:50.0
8319,39,00:45.0
8319,47,14:22.0
8319,45,33:37.0
8319,41,51:52.0
8319,40,07:40.0
8319,44,37:25.0
8319,47,28:19.0
8319,40,59:02.0
8319,48,14:14.0
8319,39,56:40.0
8319,41,24:56.0
8319,39,15:04.0
8319,44,06:28.0
8319,44,28:02.0
8319,42.5,15:24.0
8319,46,40:11.0
8319,44,37:26.0
8319,39,04:43.0
8319,44,06:21.0
8319,40,32:51.0
8319,44,24:26.0
8319,47,16:35.0
8319,44,50:42.0
8319,40,52:42.0
8319,46,55:35.0
8319,48.5,33:07.0
8319,45,18:09.0
8319,44,41:56.0
8319,40,08:58.0
8319,46,59:04.0
8319,48,30:34.0
8319,42,07:00.0
8319,44,02:55.0
8319,48,26:59.0
8319,40,47:34.0
8319,45,11:35.0
8319,47,33:49.0
8319,43,19:05.0
8319,46,19:12.0
8319,44,44:08.0
8319,39,30:16.0
8319,42,19:23.0
8319,43,41:24.0
8319,44,35:30.0
8319,46,30:20.0
8319,44,36:32.0
8319,40,59:09.0
8319,41,13:14.0
8319,48,32:59.0
8319,44,39:58.0
8319,43,38:56.0
8319,39,03:21.0
8319,46,16:29.0
8319,46,52:44.0
8319,45,41:11.0
8319,46,41:54.0
8319,44,17:11.0
8319,40,07:47.0
8319,48,17:49.0
8319,46,06:29.0
8319,44,48:14.0
8319,40,20:19.0
8319,47,43:48.0
8319,46,26:20.0
8319,41,45:23.0
8319,46,25:37.0
8319,43,17:16.0
8319,38,21:09.0
8319,45,49:49.0
8319,47,28:39.0
8319,44,59:59.0
8319,40,59:37.0
8319,46,42:27.0
8319,42,32:12.0
8319,44,41:59.0
8319,42,22:02.0
8319,40,41:41.0
8319,43,44:13.0
8319,40,15:00.0
8319,45,21:25.0
8319,38,24:58.0
8319,44,58:23.0
8319,48,02:35.0
8319,44,42:58.0
8319,38,00:47.0
8319,44,58:11.0
8319,45,32:07.0
8319,41,02:45.0
8319,37,04:51.0
8319,44,54:34.0
8319,46,29:53.0
8319,42,25:24.0
8319,38,04:15.0
8319,46,20:50.0
8319,44,38:32.0
8319,41,54:23.0
8319,37,39:36.0
8319,41,36:20.0
8319,36.5,33:15.0
8319,42,19:36.0
8319,40,22:40.0
8319,38,18:45.0
8319,35,34:27.0
8319,43,11:29.0
8319,43,04:17.0
8319,38,06:56.0
8319,36,06:03.0
8319,42,29:16.0
8319,34,46:13.0
8319,48,20:18.0
8319,49,10:36.0
8319,46,40:21.0
8319,44,06:41.0
8319,42,53:06.0
8319,40,24:29.0
8319,44,13:13.0
8319,45,26:09.0
8319,42,48:31.0
8319,37,27:15.0
8319,42,41:15.0
8319,43,59:51.0
8319,38,40:21.0
8319,44,34:29.0
8319,40,45:32.0
8319,40,21:28.0
8319,45,19:10.0
8319,43,47:20.0
8319,40,41:37.0
8319,35,22:57.0
8319,40,22:42.0
8319,44,25:28.0
8319,37,51:40.0
8319,42,58:21.0
8319,44,18:40.0
8319,40,03:04.0
8319,42,23:22.0
8319,37,09:09.0
8319,45,12:22.0
8319,43,36:42.0
8319,38,39:00.0
8319,42,27:41.0
8319,38,26:26.0
8319,40,03:56.0
8319,37,28:30.0
8319,43,43:33.0
8319,38,29:06.0
8319,36,11:46.0
8319,40,22:52.0
8319,37,10:29.0
8319,48,23:32.0
8319,44,56:35.0
8319,41,48:57.0
8319,39,10:19.0
8319,42,30:04.0
8319,48,26:33.0
8319,50,53:20.0
8319,48,49:31.0
8319,39,51:04.0
8319,45,06:45.0
8319,44,34:02.0
8319,40,05:26.0
8319,38,15:01.0
8319,35,03:01.0
8319,40,00:33.0
8319,42,58:52.0
8319,35,37:09.0
8319,42,46:19.0
8319,42,25:23.0
8319,39.5,35:35.0
8319,40,00:02.0
8319,38,44:39.0
8319,44,14:02.0
8319,40,28:19.0
8319,36,11:00.0
8319,43,02:14.0
8319,42,42:27.0
8319,40,14:56.0
8319,36,15:10.0
8319,42,52:37.0
8319,42,37:39.0
8319,38,54:53.0
8319,34,21:01.0
8319,44,30:23.0
8319,33,28:20.0
8319,39,54:54.0
8319,44,52:59.0
8319,36,58:20.0
8319,39,23:37.0
8319,35,52:32.0
8319,32,51:30.0
8319,39,00:29.0
8319,34,16:13.0
8319,44,01:01.0
8319,41,48:02.0
8319,35,27:21.0
8319,41,13:53.0
8319,35,25:48.0
8319,41,56:02.0
8319,42,16:34.0
8319,39,22:16.0
8319,41,26:50.0
8319,36.5,11:50.0
8319,32,44:47.0
8319,32,38:30.0
8319,38,42:33.0
8319,42,26:35.0
8319,38,48:01.0
8319,34,13:13.0
8319,40,03:50.0
8319,33,51:12.0
8319,38,34:04.0
8319,39,16:25.0
8319,44,53:40.0
8319,42,30:49.0
8319,37,10:31.0
8319,39,25:41.0
8319,35,11:46.0
8319,46,10:09.0
8319,35,10:59.0
8319,42,22:50.0
8319,41,48:10.0
8319,36,18:07.0
8319,40,16:09.0
8319,38,44:30.0
8319,40,06:18.0
8319,38,14:10.0
8319,34,51:47.0
8319,40,59:50.0
8319,40,25:09.0
8319,37,26:37.0
8319,30,22:53.0
8319,36,29:07.0
8319,37,33:26.0
8319,35,19:20.0
8319,40,57:36.0
8319,40,29:24.0
8319,35,38:24.0
8319,39,42:16.0
8319,39,17:22.0
8319,36,45:51.0
8319,35,29:45.0
8319,42,23:25.0
8319,40,49:20.0
8319,37,18:12.0
8319,37,25:18.0
8319,35,47:27.0
8319,32,24:20.0
8319,37,52:29.0
8319,29,34:54.0
8319,34,17:06.0
8319,36,00:58.0
8319,34,19:38.0
8319,30,09:01.0
8319,34,50:42.0
8319,30,13:15.0
8319,36,11:45.0
8319,29,15:52.0
8319,35,56:54.0
8319,35,23:37.0
8319,31,30:58.0
8319,28,50:14.0
8319,32,15:51.0
8319,29,13:34.0
8319,34,16:36.0
8319,34,21:15.0
8319,32,03:45.0
8319,36,27:43.0
8319,33,50:13.0
8319,31,27:32.0
8319,36,34:03.0
8319,37,47:42.0
8319,36,28:24.0
8319,32,53:59.0
8319,28,12:29.0
8319,43,36:29.0
8319,39,08:12.0
8319,34,43:00.0
8319,36,48:14.0
8319,33,39:18.0
8319,30,02:48.0
8319,35,44:42.0
8319,35,44:09.0
8319,32,40:47.0
8319,34,30:47.0
8319,30,15:58.0
8319,29,33:37.0
8319,33,35:22.0
8319,35,37:20.0
8319,33,57:30.0
8319,30,29:06.0
8319,35,50:31.0
8319,36,12:46.0
8319,33,24:51.0
8319,32,02:34.0
8319,32,59:34.0
8319,33,51:21.0
8319,34,53:17.0
8319,34,21:22.0
8319,31,36:25.0
8319,35,07:57.0
8319,30,58:21.0
8319,35,56:59.0
8319,35,25:21.0
8319,33,16:34.0
8319,32,26:25.0
8319,30,53:08.0
8319,28,24:58.0
8319,30,57:45.0
8319,30.5,30:19.0
8319,31,55:38.0
8319,28,22:25.0
8319,32,25:15.0
8319,28,02:13.0
8319,26,12:59.0
8319,26,59:03.0
8319,32,49:28.0
8319,28,09:56.0
8319,30,26:48.0
8319,30,26:23.0
8319,28,30:38.0
8319,26,22:51.0
8319,31,34:44.0
8319,30,27:25.0
8319,27,59:15.0
8319,28,33:15.0
8319,26,29:02.0
8319,31,20:02.0
8319,30,49:16.0
8319,28,22:55.0
8319,28,34:03.0
8319,30,24:04.0
8319,32,06:58.0
8319,30,38:26.0
8319,30,23:28.0
8319,34,36:43.0
8319,30,05:30.0
8319,37,24:15.0
8319,36,23:26.0
8319,32,35:54.0
8319,37,28:14.0
8319,34.5,14:38.0
8319,30,59:23.0
8319,35,23:05.0
8319,32,32:48.0
8319,36,46:09.0
8319,32,37:56.0
8319,32,03:34.0
8319,30,32:40.0
8319,28,52:46.0
8319,27,15:19.0
8319,30,59:43.0
8319,31,09:15.0
8319,28,10:47.0
8319,28,51:29.0
8319,33,18:24.0
8319,29,24:36.0
8319,31,03:15.0
8319,30,46:23.0
8319,30,55:33.0
8319,30,24:46.0
8319,32,25:02.0
8319,30,14:19.0
8319,27,50:04.0
8319,32,11:10.0
8319,27,08:05.0
8319,32,57:50.0
8319,31,41:50.0
8319,30,31:57.0
8319,29,33:36.0
8319,31,28:16.0
8319,32,02:06.0
8319,30,51:20.0
8319,27,53:14.0
8319,30,25:28.0
8319,30,21:20.0
8319,28,31:26.0
8319,34,54:18.0
8319,31.5,30:39.0
8319,30,31:34.0
8319,30,28:08.0
8319,32,26:57.0
8319,29,29:19.0
8319,27,55:59.0
8319,31,24:40.0
8319,32,54:36.0
8319,30,11:34.0
8319,26,28:35.0
8319,29,49:35.0
8319,30,07:20.0
8319,26,44:28.0
8319,26,44:28.0
8319,27,58:25.0
8319,29,36:32.0
8319,29,41:25.0
8319,27,27:33.0
8319,31,29:47.0
8319,29,22:33.0
8319,32,57:20.0
8319,30,12:06.0
8319,30,38:36.0
8319,26,19:45.0
8319,30,55:53.0
8319,32,34:35.0
8319,29,29:59.0
8319,24,26:17.0
8319,27,49:08.0
8319,28,20:28.0
8319,26,57:59.0
8319,28,25:59.0
8319,26,14:53.0
8319,24,46:18.0
8319,27,24:59.0
8319,30,05:30.0
8319,27,21:43.0
8319,24,28:56.0
8319,28,41:34.0
8319,29,26:59.0
8319,27,05:42.0
8319,31,50:31.0
8319,32,15:02.0
8319,30,04:05.0
8319,30,48:04.0
8319,29,49:51.0
8319,26,21:34.0
8319,28,42:40.0
8319,24,31:15.0
8319,28,24:04.0
8319,30,14:38.0
8319,24,25:38.0
8319,29,28:11.0
8319,31,48:35.0
8319,28,42:41.0
8319,24,12:40.0
8319,28,17:52.0
8319,28,21:59.0
8319,26,30:16.0
8319,29,10:43.0
8319,34,30:18.0
8319,29,28:32.0
8319,30,09:24.0
8319,27,33:46.0
8319,30,07:08.0
8319,32.5,22:46.0
8319,30,01:41.0
8319,26,59:55.0
8319,30,32:13.0
8319,29,34:30.0
8319,31,07:24.0
8319,28,02:22.0
8319,26,21:57.0
8319,27,41:57.0
8319,24,50:02.0
8319,28,30:08.0
8319,28,49:55.0
8319,27,34:53.0
8319,22,06:17.0
8319,26,59:36.0
8319,26,23:13.0
8319,26,38:04.0
8319,30,31:45.0
8319,30,05:53.0
8319,28,51:51.0
8319,24,00:11.0
8319,28,58:44.0
8319,30,04:55.0
8319,29,24:57.0
8319,26,32:45.0
8319,23,28:38.0
8319,28,56:06.0
8319,31,34:14.0
8319,29,10:18.0
8319,26,41:56.0
8319,31,33:16.0
8319,29,56:46.0
8319,32,27:54.0
8319,30,19:57.0
8319,26,36:01.0
8319,22,53:50.0
8319,27,17:06.0
8319,25,26:33.0
8319,29,26:58.0
8319,29,22:07.0
8319,28,49:29.0
8319,30,53:11.0
8319,28,50:42.0
8319,28,55:53.0
8319,31,07:46.0
8319,28,22:31.0
8319,30,06:14.0
8319,26,01:59.0
8319,24,21:28.0
8319,26,14:44.0
8319,22,56:20.0
8319,24,52:42.0
8319,24,33:35.0
8319,22,30:05.0
8319,20,55:59.0
8319,24,21:13.0
8319,21,07:48.0
8319,25,34:33.0
8319,24,36:25.0
8319,28,19:01.0
8319,31,34:39.0
8319,28,33:29.0
8319,28,28:54.0
8319,30,32:50.0
8319,31,09:54.0
8319,27,25:41.0
8319,27,47:13.0
8319,25,19:46.0
8319,23,44:41.0
8319,22,44:11.0
8319,25,28:08.0
8319,24,37:43.0
8319,26,07:56.0
8319,26,47:30.0
8319,24,25:09.0
8319,23,30:39.0
8319,23,26:39.0
8319,24,50:05.0
8319,29,20:51.0
8319,28,35:09.0
8319,26,40:59.0
8319,26,14:11.0
8319,26,15:40.0
8319,23,46:55.0
8319,23,55:45.0
8319,25,37:17.0
8319,24,10:12.0
8319,18,58:19.0
8319,22,56:44.0
8319,24,31:01.0
8319,23,46:59.0
8319,22,42:25.0
8319,29,19:48.0
8319,27,40:22.0
8319,25,48:26.0
8319,28,04:20.0
8319,26,18:53.0
8319,24,58:06.0
8319,19,08:50.0
8319,23,28:52.0
8319,24,05:54.0
8319,28,44:12.0
8319,25,21:58.0
8319,25,31:33.0
8319,24,45:59.0
8319,23,07:24.0
8319,27,23:49.0
8319,20,14:17.0
8319,23,13:09.0
8319,25,55:12.0
8319,23,28:42.0
8319,25,46:27.0
8319,24,18:59.0
8319,22,16:38.0
8319,21,44:59.0
8319,25,24:54.0
8319,21,03:56.0
8319,26,41:02.0
8319,21,02:56.0
8319,24,44:26.0
8319,18,27:34.0
8319,23,38:04.0
8319,22,42:40.0
8319,25,19:43.0
8319,25,39:15.0
8319,26,52:28.0
8319,22,39:20.0
8319,31,23:26.0
8319,28,27:03.0
8319,23,44:26.0
8319,20,46:36.0
8319,24,05:35.0
8319,23,49:46.0
8319,27,08:09.0
8319,30,20:44.0
8319,24,35:20.0
8319,22,53:34.0
8319,21,56:22.0
8319,24,33:07.0
8319,18,04:43.0
8319,24,44:06.0
8319,27.5,29:23.0
8319,22,53:53.0
8319,23,52:32.0
8319,25,06:33.0
8319,24,17:55.0
8319,22,50:40.0
8319,26,31:19.0
8319,22,06:28.0
8319,23,55:55.0
8319,21.5,19:47.0
8319,28,09:12.0
8319,24,43:40.0
8319,23,47:00.0
8319,28,22:50.0
8319,28,28:48.0
8319,26,14:40.0
8319,22,12:38.0
8319,26,25:52.0
8319,26,09:44.0
8319,21,41:43.0
8319,25,32:30.0
8319,23,24:45.0
8319,20,13:17.0
8319,22,30:51.0
8319,26,32:03.0
8319,28,57:40.0
8319,26,14:15.0
8319,28,10:32.0
8319,25,20:15.0
8319,27,27:13.0
8319,25,38:26.0
8319,22,15:29.0
8319,27,37:27.0
8319,32,50:19.0
8319,31,20:16.0
8319,28,39:10.0
8319,28,48:45.0
8319,24,51:46.0
8319,27,48:42.0
8319,24,22:59.0
8319,26,49:12.0
8319,26,48:18.0
8319,24,42:35.0
8319,27,53:21.0
8319,29,34:45.0
8319,26,37:59.0
8319,26,42:56.0
8319,24,51:10.0
8319,28,18:54.0
8319,26,50:57.0
8319,25,50:04.0
8319,25,38:26.0
8319,24,57:41.0
8319,30,10:42.0
8319,30,56:04.0
8319,29,39:28.0
8319,27,52:15.0
8319,31,26:39.0
8319,30,18:23.0
8319,28,14:32.0
8319,23,59:17.0
8319,28,03:15.0
8319,25,09:17.0
8319,30,23:04.0
8319,27.5,26:25.0
8319,26,39:16.0
8319,28,19:11.0
8319,30,57:50.0
8319,33,50:59.0
8319,32,19:06.0
8319,25,00:43.0
8319,29,05:37.0
8319,29,32:06.0
8319,27,28:39.0
8319,31,07:09.0
8319,32,41:27.0
8319,28,32:22.0
8319,26,39:37.0
8319,33,17:17.0
8319,30,28:48.0
8319,30,57:50.0
8319,27,11:34.0
8319,24,57:20.0
8319,24,30:43.0
8319,22,09:51.0
8319,25,32:07.0
8319,26,43:02.0
8319,30,20:32.0
8319,35,30:41.0
8319,32,06:24.0
8319,24,55:04.0
8319,27,24:19.0
8319,28,02:46.0
8319,26,40:25.0
8319,25,49:08.0
8319,29,54:28.0
8319,30,00:28.0
8319,28,50:14.0
8319,35,30:29.0
8319,32,18:29.0
8319,31,00:38.0
8319,29,27:01.0
8319,26,16:15.0
8319,25,39:51.0
8319,29,53:08.0
8319,30,16:07.0
8319,29,19:01.0
8319,24,31:36.0
8319,28,02:26.0
8319,31,15:17.0
8319,29,43:12.0
8319,34,12:13.0
8319,32,31:32.0
8319,30,54:56.0
8319,35,53:37.0
8319,30,18:57.0
8319,33,58:12.0
8319,36.5,28:23.0
8319,34,35:38.0
8319,23,53:42.0
8319,27,41:37.0
8319,26,47:11.0
8319,30,45:02.0
8319,34,33:09.0
8319,32,06:58.0
8319,26,47:15.0
8319,28,30:31.0
8319,32,10:29.0
8319,31,08:22.0
8319,29,43:03.0
8319,34,18:13.0
8319,36,45:12.0
8319,36,17:57.0
8319,35,41:16.0
8319,35,19:32.0
8319,33,35:16.0
8319,38,47:12.0
8319,38,28:25.0
8319,36,48:47.0
8319,23,54:58.0
8319,29,59:01.0
8319,35,17:25.0
8319,35,23:00.0
8319,32,49:03.0
8319,31,38:00.0
8319,36,04:40.0
8319,32,33:13.0
8319,29,43:32.0
8319,25,00:31.0
8319,31,45:15.0
8319,33,17:33.0
8319,30,41:28.0
8319,29,43:30.0
8319,35,44:40.0
8319,37,56:48.0
8319,34,38:36.0
8319,25,33:17.0
8319,29,42:55.0
8319,30,31:49.0
8319,24,36:29.0
8319,22,13:24.0
8319,28,40:02.0
8319,24,14:44.0
8319,29,01:58.0
8319,33,27:11.0
8319,38,18:06.0
8319,30,32:56.0
8319,30,51:49.0
8319,36,18:54.0
8319,38,38:05.0
8319,35,51:01.0
8319,30,23:06.0
8319,27,43:27.0
8319,24,42:03.0
8319,30,28:15.0
8319,39,18:23.0
8319,35,29:03.0
8319,30,35:17.0
8319,34,27:51.0
8319,38,53:28.0
8319,36,24:38.0
8319,40,21:53.0
8319,28.5,19:53.0
8319,31,36:47.0
8319,32,47:34.0
8319,32,52:10.0
8319,33,01:14.0
8319,32,59:40.0
8319,23,55:00.0
8319,26,48:53.0
8319,26,49:43.0
8319,23,45:10.0
8319,25,48:17.0
8319,29,45:07.0
8319,31,37:19.0
8319,28,33:02.0
8319,35,36:49.0
8319,31,34:46.0
8319,28,50:20.0
8319,34,08:53.0
8319,31,35:36.0
8319,37,05:24.0
8319,39,40:17.0
8319,31,37:27.0
8319,28,09:54.0
8319,28,19:12.0
8319,30,32:33.0
8319,34,45:27.0
8319,33,31:12.0
8319,32,44:04.0
8319,34,49:24.0
8319,36,52:41.0
8319,29,38:08.0
8319,33,38:36.0
8319,30.5,18:59.0
8319,26,48:35.0
8319,32,33:15.0
8319,31,24:29.0
8319,37,48:13.0
8319,38,39:03.0
8319,34,18:13.0
8319,32,44:39.0
8319,38,30:08.0
8319,32,44:49.0
8319,28,04:33.0
8319,37,27:12.0
8319,33,53:53.0
8319,32,45:31.0
8319,38,31:34.0
8319,31,16:54.0
8319,42,08:08.0
8319,37,11:02.0
8319,31,41:05.0
8319,39,23:48.0
8319,29,11:47.0
8319,38,48:07.0
8319,39,40:08.0
